q_inv_angstrom,reflectivity_fitted,log10_reflectivity
0.01,1.0,0.0
0.010092715146305713,1.0,0.0
0.010186289902446875,1.0,0.0
0.010280732238308653,1.0,0.0
0.010376050197669117,1.0,0.0
0.010472251898884349,1.0,0.0
0.010569345535579883,1.0,0.0
0.010667339377348576,1.0,0.0
0.010766241770454934,1.0,0.0
0.010866061138545975,1.0,0.0
0.010966805983368685,1.0,0.0
0.011068484885494126,1.0,0.0
0.011171106505048241,1.0,0.0
0.011274679582449466,1.0,0.0
0.01137921293915315,1.0,0.0
0.011484715478402895,1.0,0.0
0.011591196185988858,1.0,0.0
0.011698664131013075,1.0,0.0
0.011807128466661904,1.0,0.0
0.011916598430985593,1.0,0.0
0.01202708334768512,1.0,0.0
0.012138592626906284,1.0,0.0
0.01225113576604119,1.0,0.0
0.012364722350537156,1.0,0.0
0.012479362054713113,1.0,0.0
0.012595064642583576,1.0,0.0
0.012711839968690289,1.0,0.0
0.012829697978941476,1.0,0.0
0.012948648711459043,1.0,0.0
0.013068702297433463,1.0,0.0
0.013189868961986699,1.0,0.0
0.013312159025043077,1.0,0.0
0.013435582902208256,1.0,0.0
0.013560151105656334,1.0,0.0
0.013685874245025185,1.0,0.0
0.013812763028320095,1.0,0.0
0.013940828262825779,1.0,0.0
0.01407008085602685,1.0,0.0
0.014200531816536825,1.0,0.0
0.01433219225503574,1.0,0.0
0.014465073385216465,1.0,0.0
0.014599186524739786,1.0,0.0
0.01473454309619835,1.0,0.0
0.014871154628089538,1.0,0.0
0.015009032755797357,1.0,0.0
0.015148189222583458,1.0,0.0
0.015288635880587303,1.0,0.0
0.015430384691835646,1.0,0.0
0.015573447729261343,1.0,0.0
0.015717837177731626,1.0,0.0
0.015863565335085903,1.0,0.0
0.01601064461318318,1.0,0.0
0.016159087538959182,1.0,0.0
0.016308906755493326,1.0,0.0
0.016460115023085507,1.0,0.0
0.01661272522034293,1.0,0.0
0.016766750345277002,1.0,0.0
0.016922203516410373,1.0,0.0
0.017079097973894276,1.0,0.0
0.0172374470806362,1.0,0.0
0.017397264323438015,1.0,0.0
0.01755856331414469,1.0,0.0
0.017721357790803593,1.0,0.0
0.01788566161883462,1.0,0.0
0.018051488792211093,1.0,0.0
0.01821885343465167,1.0,0.0
0.018387769800823277,1.0,0.0
0.018558252277555188,1.0,0.0
0.018730315385064374,1.0,0.0
0.018903973778192213,1.0,0.0
0.019079242247652662,1.0,0.0
0.019256135721291985,1.0,0.0
0.0194346692653602,1.0,0.0
0.019614858085794315,1.0,0.0
0.019796717529513327,1.0,0.0
0.019980263085725508,1.0,0.0
0.020165510387247464,1.0,0.0
0.020352475211835776,1.0,0.0
0.020541173483530642,1.0,0.0
0.02073162127401231,1.0,0.0
0.020923834803969768,1.0,0.0
0.021117830444482445,1.0,0.0
0.021313624718414376,1.0,0.0
0.021511234301821672,1.0,0.0
0.02171067602537265,1.0,0.0
0.021911966875781484,1.0,0.0
0.022115123997254887,1.0,0.0
0.022320164692952334,1.0,0.0
0.022527106426459803,1.0,0.0
0.02273596682327716,1.0,0.0
0.022946763672319362,1.0,0.0
0.023159514927431533,1.0,0.0
0.02337423870891815,1.0,0.0
0.02359095330508635,1.0,0.0
0.023809677173803584,1.0,0.0
0.024030428944069683,1.0,0.0
0.02425322741760353,1.0,0.0
0.024478091570444414,1.0,0.0
0.024705040554568253,1.0,0.0
0.02493409369951879,1.0,0.0
0.025165270514053917,1.0,0.0
0.02539859068780725,1.0,0.0
0.02563407409296515,1.0,0.0
0.025871740785959225,1.0,0.0
0.026111611009174595,1.0,0.0
0.026353705192673944,1.0,0.0
0.026598043955937584,1.0,0.0
0.02684464810961964,1.0,0.0
0.027093538657320514,1.0,0.0
0.027344736797375813,1.0,0.0
0.027598263924661803,1.0,0.0
0.027854141632417676,1.0,0.0
0.028112391714084643,1.0,0.0
0.028373036165162128,1.0,0.0
0.028636097185081158,1.0,0.0
0.0289015971790951,1.0,0.0
0.02916955876018796,1.0,0.0
0.02944000475100035,1.0,0.0
0.029712958185773342,1.0,0.0
0.029988442312310293,1.0,0.0
0.03026648059395692,1.0,0.0
0.030547096711599695,1.0,0.0
0.03083031456568277,1.0,0.0
0.0311161582782436,1.0,0.0
0.03140465219496752,1.0,0.0
0.03169582088726115,1.0,0.0
0.03198968915434538,1.0,0.0
0.032286282025367305,1.0,0.0
0.03258562476153226,0.8257383852936592,-0.083157526311508
0.0328877428582551,0.7439548932163271,-0.12845339539646483
0.0331926620473319,0.6861384047307554,-0.1635882715410172
0.033500408299131326,0.6393435104642802,-0.19426573868903171
0.03381100782480685,0.5991874838535384,-0.2224372669876861
0.034124487078528894,0.5635749125065186,-0.2490483477175485
0.034440872759738235,0.5313214209408379,-0.2746426745685818
0.034760191815419776,0.5016860630818666,-0.29956796357402676
0.03508247144239792,0.47417243148964666,-0.3240636996196746
0.035407739089652696,0.4445532507719307,-0.3520762096515911
0.035736022460657886,0.42018197073094987,-0.3765625863423576
0.03606734951574028,0.3971543014003935,-0.40104072944006125
0.03640174847446141,0.3753219890089744,-0.4255959908080471
0.036739247818020744,0.35456869370072547,-0.45029961265285523
0.037079876291681704,0.3348016164594896,-0.4752124538515918
0.03742366290721981,0.31594567766505655,-0.5003875816801331
0.03777063694539366,0.29793935702031155,-0.5258721238149807
0.03812082795843888,0.28073164934980577,-0.5517086227658382
0.03847426577258504,0.26427979039339916,-0.5779360463128881
0.03883098049059605,0.24854752671587216,-0.6045905541463589
0.03919100249433404,0.23350377836727565,-0.6317060876426985
0.039554362447347016,0.21912159053327054,-0.6593148283384521
0.03992109129748051,0.2053773015996603,-0.6874475565261768
0.04029122027951348,0.19224987594335816,-0.7161339317716933
0.04066478091781856,0.1797203640329689,-0.7454027103920018
0.04104180502904709,0.16777146234628504,-0.7752819100124027
0.041422324724838956,0.1563871526234705,-0.805798927579945
0.04180637241455758,0.14555240499908173,-0.8369806142086741
0.042193980808050265,0.13525293320249687,-0.8688533076643099
0.04258518291843415,0.12547499269290152,-0.9014428209372595
0.042980012064907966,0.11620521457974922,-0.9347743830266033
0.04337850187558989,0.1074304696648887,-0.9688725256142073
0.04378068629038169,0.09913775806326812,-1.0037609066106208
0.04418659956385941,0.09131412071126649,-1.0394620584701466
0.04459627626819093,0.08394656972434211,-1.0759970455679424
0.045009751296080466,0.07702203506913954,-1.1133850106727605
0.04542705986374045,0.07052732540649238,-1.1516425855049832
0.04584823751389096,0.06444910126841384,-1.1907831344298954
0.04627332011878691,0.058773858974778395,-1.23081579343684
0.04670234388327335,0.053487923889519305,-1.271744258729096
0.04713534534786907,0.04857745177358385,-1.313565270710329
0.0475723613918789,0.044028437121563756,-1.3562667304279918
0.048013429236534504,0.03982672747770724,-1.3998253776670697
0.048458586448164954,0.03595804282006666,-1.4442039547468475
0.0489078709413959,0.03240799918287866,-1.489347780774582
0.04936132098237917,0.02916213575973237,-1.5351806725797155
0.0498189751920516,0.026205944796007775,-1.581600178174857
0.0502808725494248,0.023524903639912838,-1.6284721468056933
0.05074705239490466,0.021104508378470246,-1.6756247601172176
0.05121755443364241,0.01893030853867294,-1.72284230756018
0.05169241873891599,0.01698794238531317,-1.769859220590647
0.05217168575554349,0.015263172395900311,-1.816355190441206
0.05265539630332756,0.013741920539799033,-1.861952567018119
0.05314359158053242,0.012410303033189005,-1.9062176138247964
0.0536363131673924,0.011254664283651983,-1.9486674550776721
0.05413360302965381,0.010261609777959051,-1.988784504443968
0.05463550352214876,0.009418037703862008,-2.0260395752495888
0.05514205739240302,0.008711169131193089,-2.059923554159762
0.05565330778427646,0.008128576609239215,-2.089985496825811
0.0561692982416381,0.007658211066027124,-2.1158726683425084
0.05669007271207434,0.007288426920760285,-2.137366196421981
0.05721567555063252,0.007008005343106238,-2.1544055757211584
0.0577461515235982,0.006806175612333287,-2.167096849468336
0.05828154581230846,0.006672634545439057,-2.175702660440022
0.058821904016999556,0.006597563976465461,-2.180616389741303
0.05936727216069123,0.006571646279241298,-2.1823258206337894
0.05991769669310619,0.006586077932977632,-2.181373134592545
0.06047322449462646,0.006632581134629284,-2.178317428702396
0.06103390288028621,0.006703413463947987,-2.1737039926645747
0.061599779603801655,0.00679137560693047,-2.168042249579451
0.06217090286163827,0.006889817141197498,-2.161792304307575
0.06274732129711577,0.006992640383041163,-2.1553588060478703
0.06332908400455114,0.007094302290798281,-2.149090310024131
0.06391624053344003,0.007189814413224163,-2.1432823196801056
0.06450884089267693,0.007274740865061365,-2.138182472153507
0.06510693555481457,0.0073451943054489354,-2.1339967111510396
0.0657105754603627,0.007397829888652434,-2.1308956594046418
0.06631981202212672,0.007429837151277955,-2.129020705092243
0.0669346971295866,0.007438929796141848,-2.1284895398656296
0.06755528315331644,0.007423333330779721,-2.1294010378350205
0.0681816229494448,0.007381770518667347,-2.1318394600920803
0.06881376986415666,0.007313444604047669,-2.1358780238388166
0.06945177773823696,0.007218020277237375,-2.1415819022321876
0.07009570091165622,0.007095602356809158,-2.1490107307020376
0.07074559422819879,0.006946712178430946,-2.158220694778835
0.071401513040134,0.00677226169764171,-2.169266267981036
0.07206351321293053,0.006573525335603291,-2.1822016588748303
0.07273165113001458,0.006352109622928984,-2.197082015583741
0.07340598369757212,0.006109920726959473,-2.2139644244656953
0.07408656834939564,0.005849129982094346,-2.23290872743492
0.07477346305177589,0.00557213758059089,-2.253978169033108
0.07546672630843887,0.005281534622037917,-2.2772398689346787
0.07616641716552892,0.004980063762751627,-2.302765096671225
0.07687259521663728,0.004670578750693508,-2.3306293008773253
0.07758532060787836,0.004356003176087653,-2.3609118122595043
0.07830465404301183,0.004039288811465383,-2.393695093415432
0.07903065678861348,0.003723373956019505,-2.429063343346523
0.07976339067929272,0.0034111422364434354,-2.4671001711775897
0.08050291812295982,0.003105382348337935,-2.5078849199478204
0.08124930210614048,0.0028087492472815777,-2.551487030959642
0.08200260619934131,0.002523727315302419,-2.597957571716758
0.08276289456246344,0.002252596035417058,-2.6473166845830316
0.08353023195026779,0.0019973987029298567,-2.699535236481612
